"","nodesize","ntree","maxit","mtry","cutoff","RMSE_train","TPR_train","TNR_train","PPV_train","NPV_train","ACC_train","BALACC_train","F1_train","F2_train","RMSE_tune","TPR_tune","TNR_tune","PPV_tune","NPV_tune","ACC_tune","BALACC_tune","F1_tune","F2_tune"
"922",100,40,10,400,0.4,0.0149434571890145,0.991961414790997,0.978084415584416,0.978588421887391,0.991769547325103,0.985056542810985,0.985022915187706,0.985229540918164,0.984879444217409,0.10828025477707,0.945205479452055,0.181818181818182,0.938775510204082,0.2,0.89171974522293,0.563511830635118,0.9419795221843,0.19047619047619
"923",100,40,10,400,0.45,0.0121163166397415,0.998392282958199,0.977272727272727,0.977952755905512,0.998341625207297,0.987883683360258,0.987832505115463,0.988066825775656,0.987694831829368,0.10828025477707,0.945205479452055,0.181818181818182,0.938775510204082,0.2,0.89171974522293,0.563511830635118,0.9419795221843,0.19047619047619
"924",100,40,10,400,0.5,0.0133279483037157,0.9991961414791,0.974025974025974,0.974901960784314,0.999167360532889,0.986672051696284,0.986611057752537,0.986899563318777,0.986436498150432,0.089171974522293,0.972602739726027,0.0909090909090909,0.934210526315789,0.2,0.910828025477707,0.531755915317559,0.953020134228188,0.125
"925",100,100,10,1,0.2,0.336833602584814,0.329581993569132,1,1,0.596321393998064,0.663166397415186,0.664790996784566,0.495767835550181,0.747119466343238,0.78343949044586,0.157534246575342,1,1,0.082089552238806,0.21656050955414,0.578767123287671,0.272189349112426,0.151724137931035
"926",100,100,10,1,0.25,0.165993537964459,0.669614147909968,1,1,0.74984783931832,0.834006462035541,0.834807073954984,0.802118440057776,0.85704347826087,0.56687898089172,0.417808219178082,0.636363636363636,0.938461538461538,0.0760869565217391,0.43312101910828,0.527085927770859,0.578199052132702,0.135922330097087
"927",100,100,10,1,0.3,0.077140549273021,0.848070739549839,0.998376623376623,0.998107852412488,0.866807610993658,0.922859450726979,0.923223681463231,0.916992611907866,0.927951716333459,0.35031847133758,0.643835616438356,0.727272727272727,0.969072164948454,0.133333333333333,0.64968152866242,0.685554171855542,0.773662551440329,0.225352112676056
"928",100,100,10,1,0.35,0.0294830371567044,0.943729903536977,0.997564935064935,0.997451146983857,0.946112394149346,0.970516962843296,0.970647419300956,0.969847170590665,0.971157645199526,0.280254777070064,0.753424657534247,0.272727272727273,0.932203389830508,0.0769230769230769,0.719745222929936,0.51307596513076,0.833333333333333,0.12
"929",100,100,10,1,0.4,0.0125201938610662,0.987138263665595,0.987824675324675,0.98793242156074,0.987023519870235,0.987479806138934,0.987481469495135,0.987535182951347,0.987423935091278,0.140127388535032,0.917808219178082,0.0909090909090909,0.930555555555556,0.0769230769230769,0.859872611464968,0.504358655043587,0.924137931034483,0.0833333333333333
"930",100,100,10,1,0.45,0.0173667205169628,0.995176848874598,0.969967532467532,0.970980392156863,0.995004163197336,0.982633279483037,0.982572190671065,0.982929734021437,0.982326346074805,0.0828025477707006,0.979452054794521,0.0909090909090909,0.934640522875817,0.25,0.917197452229299,0.535180572851806,0.956521739130435,0.133333333333333
"931",100,100,10,1,0.5,0.031502423263328,0.998392282958199,0.938311688311688,0.942336874051593,0.998272884283247,0.968497576736672,0.968351985634944,0.969555035128806,0.967364016736402,0.0764331210191083,0.993150684931507,0,0.92948717948718,0,0.923566878980892,0.496575342465753,0.960264900662252,NA
"932",100,100,10,4,0.2,0.103796445880452,0.793408360128617,1,1,0.827400940228341,0.896203554119548,0.896704180064309,0.884805020170327,0.905549430356487,0.439490445859873,0.541095890410959,0.818181818181818,0.975308641975309,0.118421052631579,0.560509554140127,0.679638854296389,0.696035242290749,0.206896551724138
"933",100,100,10,4,0.25,0.0387722132471729,0.922829581993569,1,1,0.927710843373494,0.961227786752827,0.961414790996785,0.959866220735786,0.9625,0.292993630573248,0.712328767123288,0.636363636363636,0.962962962962963,0.142857142857143,0.707006369426752,0.674346201743462,0.818897637795276,0.233333333333333
"934",100,100,10,4,0.3,0.0113085621970921,0.979099678456592,0.998376623376623,0.998360655737705,0.979299363057325,0.988691437802908,0.988738150916608,0.988636363636364,0.988745980707395,0.197452229299363,0.835616438356164,0.363636363636364,0.945736434108527,0.142857142857143,0.802547770700637,0.599626400996264,0.887272727272727,0.205128205128205
"935",100,100,10,4,0.35,0.00686591276252019,0.993569131832797,0.992694805194805,0.992771084337349,0.993501218521527,0.99313408723748,0.993131968513801,0.993169947770189,0.993097848152659,0.101910828025478,0.938356164383562,0.363636363636364,0.951388888888889,0.307692307692308,0.898089171974522,0.650996264009963,0.944827586206897,0.333333333333333
"936",100,100,10,4,0.4,0.00888529886914378,0.998392282958199,0.983766233766234,0.984152139461173,0.99835255354201,0.991114701130856,0.991079258362217,0.99122106943336,0.991005723630417,0.0955414012738854,0.958904109589041,0.181818181818182,0.939597315436242,0.25,0.904458598726115,0.570361145703611,0.949152542372881,0.210526315789474
